# word	phonemes	register
শেশকৃত্যের	sh e sh k i r t t e r	unknown
শেশটায়	sh e sh T a y	unknown
শেশদিনের	sh e sh d i n e r	unknown
শেশপর্যায়ে	sh e sh p o r j a y e	unknown
শেশবর্ষের	sh e sh b o r sh e r	unknown
শেশবিন্দু	sh e sh b i n d u	unknown
শেশবেলায়	sh e sh b e l a y	unknown
শেশভাগ	sh e sh bh a g	unknown
শেশমুহুর্তে	sh e sh m u h u r o t e	unknown
শেশজাত্রা	sh e sh j a t r a	unknown
শেশরক্ষার	sh e sh r o k kh a r	unknown
শেশরাত	sh e sh r a t	unknown
শেশলগ্নে	sh e sh l o g n e	unknown
শেশশজ্যা	sh e sh sh o j j a	unknown
শেশহবে	sh e sh h o b e	unknown
শেশাশেশি	sh e sh a sh e sh i	unknown
শেশেই	sh e sh e i	unknown
শেশেরটি	sh e sh e r o T i	unknown
শেশোক্তটি	sh e sh O k t o T i	unknown
শেহজাদ	sh e h j a d	unknown
শেহজাদকে	sh e h j a d k e	unknown
শেহজাদের	sh e h j a d e r	unknown
শেহনাজ	sh e h o n a j	unknown
শেহরিন	sh e h o r i n	unknown
শেহলিনা	sh e h l i n a	unknown
শেহাবউদ্দিন	sh e h a b u d d i n	unknown
শেহালা	sh e h a l a	unknown
শেহেরজাদ	sh e h e r j a d	unknown
শেয়াকুল	sh e y a k u l o	unknown
শেয়াবাজারে	sh e y a b a j a r e	unknown
শেয়ার	sh e a r	unknown
শেয়ারই	sh e y a r i	unknown
শেয়ারও	sh e y a r O	unknown
শেয়ারকে	sh e y a r k e	unknown
শেয়ারগুলো	sh e y a r g u l O	unknown
শেয়ারগুলোর	sh e y a r g u l O r	unknown
শেয়ারটা	sh e y a r T a	unknown
শেয়ারটি	sh e y a r T i	unknown
শেয়ারটির	sh e y a r T i r	unknown
শেয়ারধারন	sh e y a r dh a r o n	unknown
শেয়ারধারনের	sh e y a r dh a r o n e r	unknown
শেয়ারধারি	sh e y a r dh a r i	unknown
শেয়ারধারিদের	sh e y a r dh a r i d e r	unknown
শেয়ারধারির	sh e y a r dh a r i r	unknown
শেয়ারধারিরা	sh e y a r dh a r i r a	unknown
শেয়ারপ্রতি	sh e y a r dh a r i	unknown
শেয়ারবাজার	sh e y a r b a j a r	unknown
শেয়ারবাজারও	sh e y a r b a j a r O	unknown
শেয়ারবাজারকে	sh e y a r b a j a r k e	unknown
শেয়ারবাজারগুলো	sh e y a r b a j a r g u l O	unknown
শেয়ারবাজারগুলোর	sh e y a r b a j a r g u l O r	unknown
শেয়ারবাজারবিশয়ক	sh e y a r b a j a r b i sh o y o k	unknown
শেয়ারবাজারসংক্রান্ত	sh e y a r b a j a r sh o ng k r a n t o	unknown
শেয়ারবাজারসহ	sh e y a r b a j a r sh o h o	unknown
শেয়ারবাজারে	sh e y a r b a j a r e	unknown
শেয়ারবাজারেই	sh e y a r b a j a r e i	unknown
শেয়ারবাজারেও	sh e y a r b a j a r e O	unknown
শেয়ারবাজারের	sh e y a r b a j a r e r o	unknown
শেয়ারব্যবসায়	sh e y a r b j o b sh a y	unknown
শেয়ারমালিকদের	sh e y a r m a l i k o d e r	unknown
শেয়ারমুল্য	sh e y a r m u l l o	unknown
শেয়ারমুল্যের	sh e y a r m u l l e r	unknown
শেয়ারসংক্রান্ত	sh e y a r sh o ng k r a n t o	unknown
শেয়ারসংখ্যা	sh e y a r sh o ng kh a	unknown
শেয়ারসহ	sh e y a r sh o h o	unknown
শেয়ারহোল্ডার	sh e y a r h O l D a r	unknown
শেয়ারহোল্ডারদের	sh e a r h O l D a r d e r	unknown
শেয়ারহোল্ডাররা	sh e y a r h O l D a r r a	unknown
শেয়ারহোল্ডিং	sh e a r h O l D i ng	unknown
শেয়ারিং	sh e y a r i ng	unknown
শেয়ারিংয়ের	sh e y a r i ng y e r	unknown
শেয়ারে	sh e y a r e	unknown
শেয়ারেও	sh e y a r e O	unknown
শেয়ারের	sh e a r e r	unknown
শেয়ারেরই	sh e y a r e r o i	unknown
শেয়াল	sh e y a l	unknown
শেয়ালকে	sh e y a l k e	unknown
শেয়ালা	sh e y a l a	unknown
শেয়ালের	sh e y a l e r	unknown
শ্টেশন	sh T e sh o n	unknown
শ্টেশনে	sh T e sh O n e	unknown
শ্টেশনের	sh T e sh O n e r	unknown
শ্বেত	sh e t	unknown
শ্বেতপত্র	sh e t O p o t r O	unknown
শ্বেতপত্রে	sh b e t p o t r e	unknown
শ্বেতপত্রের	sh b e t p o t r e r	unknown
শ্বেতপাথরের	sh e t p a th O r e r	unknown
শ্বেতশুভ্র	sh e t O sh u bh r O	unknown
শ্বেতসার	sh e t sh a r	unknown
শ্বেতা	sh e t a	unknown
শ্বেতাংগ	sh b e t a ng g o	unknown
শ্বেতাংগদের	sh b e t a ng g o d e r	unknown
শ্বেতাংগরা	sh b e t a ng g o r a	unknown
শ্বেতার	sh e t a r	unknown
শ্বেতি	sh e t i	unknown
শ্যেন	sh e n	unknown
শ্যেনদৃশ্টি	sh e n d ri sh T i	unknown
শ্রেনি	sh r e n i	unknown
শ্রেনিই	sh r e n i i	unknown
শ্রেনিকক্ষ	sh r e n i k o k kh o | sh r e n i k o k kh O	unknown
শ্রেনিকক্ষগুলো	sh r e n i k o k kh o g u l O	unknown
শ্রেনিকক্ষগুলোতে	sh r e n i k o k kh o g u l O t e	unknown
শ্রেনিকক্ষগুলোর	sh r e n i k o k kh o g u l O r	unknown
শ্রেনিকক্ষগুলোয়	sh r e n i k o k kh o g u l O y	unknown
শ্রেনিকক্ষসংকট	sh r e n i k o k kh o sh o ng k o T	unknown
শ্রেনিকক্ষে	sh r e n i k o k kh e	unknown
শ্রেনিকক্ষেই	sh r e n i k o k kh e i	unknown
শ্রেনিকক্ষেও	sh r e n i k o k kh e O	unknown
শ্রেনিকক্ষের	sh r e n i k o k kh e r	unknown
শ্রেনিকরন	sh r e n i k o r o n | sh r e n i k o r O n	unknown
শ্রেনিকৃত	sh r e n i k r i t o | sh r e n i k ri t O	unknown
শ্রেনিকে	sh r e n i k e	unknown
শ্রেনিগত	sh r e n i g o t o | sh r e n i g o t O	unknown
শ্রেনিগুলোর	sh r e n i g u l O r	unknown
শ্রেনিচরিত্র	sh r e n i ch o r i t r o	unknown
শ্রেনিতে	sh r e n i t e	unknown
শ্রেনিতেই	sh r e n i t e i	unknown
শ্রেনিতেও	sh r e n i t e O	unknown
শ্রেনিপরিচয়	sh r e n i p o r i ch o y	unknown
শ্রেনিপেশার	sh r e n i p e sh a r	unknown
শ্রেনিপড়ুয়া	sh r e n i p o r u y a	unknown
শ্রেনিবদ্ধ	sh r e n i b o d dh o	unknown
শ্রেনিবিন্যাস	sh r e n i b i n n a sh	unknown
শ্রেনিবিন্যাসকরন	sh r e n i b i n n a sh k o r o n	unknown
শ্রেনিবিভক্ত	sh r e n i b i bh o k t o	unknown
শ্রেনিবিভাগ	sh r e n i b i bh a g	unknown
শ্রেনিবোইশম্য	sh r e n i b O i sh o m m o	unknown
শ্রেনিবোইশম্যের	sh r e n i b O i sh o m m e r	unknown
শ্রেনিভিত্তিক	sh r e n i bh i t t i k	unknown
শ্রেনিভুক্ত	sh r e n i bh u k t o | sh r e n i bh u k t O	unknown
শ্রেনিভুক্তরা	sh r e n i bh u k t o r a	unknown
শ্রেনিভেদে	sh r e n i bh e d e	unknown
শ্রেনিজুদ্ধ	sh r e n i j u d dh o	unknown
শ্রেনির	sh r e n i r	unknown
শ্রেনিরই	sh r e n i r i	unknown
শ্রেনিশিক্ষক	sh r e n i sh i k kh o k	unknown
শ্রেনিহিন	sh r e n i h i n	unknown
শ্রেনিনেতা	sh r e n i n e t a	unknown
শ্রেনিবইশম্য	sh r e n i b O i sh o m m O	unknown
শ্রেশ্ঠ	sh r e sh Th O | sh r e sh Th o	unknown
শ্রেশ্ঠতম	sh r e sh Th O t o m O | sh r e sh Th o t o m o	unknown
শ্রেশ্ঠত্ব	sh r e sh Th O t t O | sh r e sh Th o t t o	unknown
শ্রেশ্ঠত্বের	sh r e sh Th O t t e r | sh r e sh Th o t t e r	unknown
শ্রেশ্ঠমানের	sh r e sh Th O m a n e r | sh r e sh Th o m a n e r o	unknown
শ্রেশ্ঠা	sh r e sh Th a	unknown
শ্রেশ্ঠত্বকে	sh r e sh Th o t t o k e	unknown
শ্রেশ্ঠি	sh r e sh Th i	unknown
শ্রেড়ি	sh r e r i	unknown
শ্রেয়	sh r e y	unknown
শ্রেয়তর	sh r e y o t o r	unknown
শ্রেয়বোধের	sh r e y o b O dh e r	unknown
শ্রেয়সি	sh r e y o sh i	unknown
শ্রেয়া	sh r e y a	unknown
শ্রেয়ার	sh r e y a r	unknown
শ্লেট	sh l e T	unknown
শ্লেশ	sh l e sh	unknown
শ্লেশ্মা	sh l e sh a	unknown
শ্লেশের	sh l e sh e r	unknown
শ্টেজ	sh T e j	unknown
শ্টেট	sh T e T	unknown
সে	sh e	unknown
সেউতি	sh e u t i	unknown
সেওলা	sh e O l a	unknown
সেজুতি	sh e j u t i	unknown
সেটে	sh e T e	unknown
সেং	sh e ng	unknown
সেই	sh e i	unknown
সেইখানে	sh e i kh a n e	unknown
সেইখানেই	sh e i kh a n e i	unknown
সেইজন্য	sh e i j O n n O	unknown
সেইজি	sh e i j i	unknown
সেইটা	sh e i T a	unknown
সেইটে	sh e i T e	unknown
সেইডল	sh e i D o l	unknown
সেইদিন	sh e i d i n	unknown
সেইন	sh e i n	unknown
সেইনের	sh e i n e r	unknown
সেইন্ট	sh e i n T	unknown
সেইফ	sh e i ph	unknown
সেইফগার্ড	sh e i ph g a r D	unknown
সেইফটি	sh e i ph T i	unknown
সেইবার	sh e i b a r	unknown
সেইভ	sh e i bh	unknown
সেইভাবে	sh e i bh a b e	unknown
সেইভাবেই	sh e i bh a b e i	unknown
সেইমতো	sh e i m o t O	unknown
সেইরকম	sh e i r o k O m	unknown
সেইরুপ	sh e i r u p	unknown
সেইলর	sh e i l o r	unknown
সেইলস	sh e i l sh	unknown
সেইসংগে	sh e i sh o ng g e	unknown
সেইসব	sh e i sh o b	unknown
সেইসাথে	sh e i sh a th e	unknown
সেও	sh e O	unknown
সেক	sh e k	unknown
সেকথা	sh e k o th a	unknown
সেকরা	sh A k r a	unknown
সেকশন	sh e k sh o n	unknown
সেকশনে	sh e k sh O n e	unknown
সেকশনের	sh e k sh o n e r	unknown
সেকহ্যান্ড	sh e k h A n D	unknown
সেকা	sh e k a	unknown
সেকান্দর	sh e k a n d o r	unknown
সেকান্দার	sh e k a n d a r	unknown
সেকান্দারকে	sh e k a n d a r k e	unknown
সেকারনে	sh e k a r O n e	unknown
সেকারনেই	sh e k a r O n e i	unknown
সেকারিন	sh e k a r i n	unknown
সেকাল	sh e k a l	unknown
সেকালে	sh e k a l e	unknown
সেকালের	sh e k a l e r	unknown
সেকি	sh e k i	unknown
সেকিল	sh e k i l	unknown
সেকিসো	sh e k i sh O	unknown
সেকুবা	sh e k u b a	unknown
সেকুলার	sh e k u l a r	unknown
সেকে	sh e k e	unknown
সেকেন্ড	sh e k e n D	unknown
সেকেন্ডও	sh e k e n D o O	unknown
সেকেন্ডহ্যান্ড	sh e k e n D o h e n D	unknown
সেকেন্ডারি	sh e k e n D a r i	unknown
সেকেন্ডে	sh e k e n D e	unknown
সেকেন্ডেই	sh e k e n D e i	unknown
সেকেন্ডের	sh e k e n D e r	unknown
সেকেন্দার	sh e k e n d a r	unknown
সেকেন্দারি	sh e k e n d a r i g o j	unknown
সেকেলে	sh e k e l e	unknown
সেক্টর	sh e k T o r	unknown
সেক্টরকে	sh e k T o r k e	unknown
সেক্টরভিত্তিক	sh e k T o r bh i t t i k	unknown
সেক্টরস	sh e k T o r sh	unknown
সেক্টরাল	sh e k T o r a l	unknown
সেক্টরে	sh e k T o r e	unknown
সেক্টরের	sh e k T o r e r	unknown
সেক্তা	sh e k t a	unknown
সেক্যুলার	sh e k u l a r	unknown
সেক্যুলারিজম	sh e k u l a r i j o m	unknown
সেক্যুলারিজমের	sh e k u l a r i j o m e r	unknown
সেক্রেটারি	sh e k r e T a r i	unknown
সেক্রেটারিকে	sh e k r e T a r i k e	unknown
সেক্রেটারিজ	sh e k r e T a r i j	unknown
সেক্রেটারিদের	sh e k r e T a r i d e r	unknown
সেক্রেটারির	sh e k r e T a r i r	unknown
সেক্রেটারিসহ	sh e k r e T a r i sh o h	unknown
সেক্রেটারিয়েট	sh e k r e T a r i y e T	unknown
সেক্ষেত্রে	sh e k kh e t r e	unknown
সেক্ষেত্রেও	sh e kh e t r e O	unknown
সেক্স	sh e k sh	unknown
সেক্সওয়ার্কার্স	sh e k sh o O y a r k a r sh	unknown
সেক্সপিয়ার	sh e k sh p i a r	unknown
সেক্সপিয়ারের	sh e k sh p i a r e r	unknown
সেক্সি	sh e k sh i	unknown
সেক্সুয়াল	sh e k sh u y a l	unknown
সেক্সের	sh e k sh e r	unknown
সেখ	sh e kh	unknown
সেখান	sh e kh a n	unknown
সেখানকার	sh e kh a n k a r	unknown
সেখানকারই	sh e kh a n k a r i	unknown
সেখানটায়	sh e kh a n T a y	unknown
সেখানথেকে	sh e kh a n th e k e	unknown
সেখানে	sh e kh a n e	unknown
সেখানেই	sh e kh a n e i	unknown
সেখানেও	sh e kh a n e O	unknown
সেখানের	sh e kh a n e r	unknown
সেখের	sh e kh e r	unknown
সেগমেন্ট	sh e g m e n T	unknown
সেগা	sh e g a	unknown
সেগুন	sh e g u n	unknown
সেগুনগাছ	sh e g u n g a chh	unknown
সেগুনবাগিচা	sh e g u n b a g i ch a	unknown
সেগুনবাগিচার	sh e g u n b a g i ch a r	unknown
সেগুনবাগিচায়	sh e g u n b a g i ch a y	unknown
সেগুলি	sh e g u l i	unknown
সেগুলির	sh e g u l i r	unknown
সেগুলো	sh e g u l O	unknown
সেগুলোই	sh e g u l O i	unknown
সেগুলোও	sh e g u l O O	unknown
সেগুলোকে	sh e g u l O k e	unknown
সেগুলোকেই	sh e g u l O k e i	unknown
সেগুলোকেও	sh e g u l O k e O	unknown
সেগুলোতে	sh e g u l O t e	unknown
সেগুলোতেও	sh e g u l O t e O	unknown
সেগুলোর	sh e g u l O r	unknown
সেগুলোরই	sh e g u l O r i	unknown
সেগুলোরও	sh e g u l O r O	unknown
সেগুলোয়	sh e g u l O y	unknown
সেচ	sh e ch	unknown
