word	phoneme	tag
সাস্ক	s a s k	loanword
সাস্ট	s a s T	loanword
সাহচর্য	sh a h O ch O r j O	native
সাহসিকতাপুর্ন	sh a h o sh i k o t a p u r n o	compound
সাহাজ্য	sh a h a j j O	native
সাহাজ্যপুশ্ট	sh a h a j j O p u sh T O	native
সাহাজ্যপ্রাপ্ত	sh a h a j j o pr a p t o	compound
সাহিত্য	sh a h i t t O	native
সাহিত্যকর্ম	sh a h i t t O k o r m O	native
সিএসসিএক্স	s i e s s i e k s	loanword
সিকস্ত	sh i k o st o	native
সিকুয়েন্স	s i k u y e n s	loanword
সিকোয়েন্স	s i k O y e n s o	loanword
সিক্ত	sh i kt O	native
সিক্থ	sh i k th o	native
সিক্স	s i k s	loanword
সিটবেল্ট	s i T b e l T	loanword
সিডন্স	s i D o n s	loanword
সিডর্ফ	s i D o r ph	proper_noun
সিতাকুন্ড	sh i t a k u n D O	native
সিদ্ধ	sh i d dh O	tatsama
সিদ্ধহস্ত	sh i d dh O h o st O	tatsama
সিদ্ধান্ত	sh i d dh a nt o	tatsama
সিদ্ধান্তসংক্রান্ত	sh i d dh a nt o sh o ng kr a nt o	tatsama
সিদ্ধার্থ	sh i d dh a r th O	tatsama
সিদ্ধিরগঞ্জ	sh i d dh i r g o n j	tatsama
সিনথেটিক্স	s i n th e T i k s	loanword
সিনেপ্লেক্স	s i n e p l e k s	loanword
সিন্ধ	sh i ndh O	native
সিন্ধান্ত	sh i d dh a nt o	native
সিমকার্ড	s i m k a r D	loanword
সিমন্ত	sh i m o nt O	native
সিমন্স	s i m o n s	loanword
সিমাতিরিক্ত	sh i m a t i r i kt	native
সিমানাভুক্ত	sh i m a n a bh u kt	native
সিমানাসংক্রান্ত	sh i m a n a sh o ng kr a nt o	compound
সিমান্ত	sh i m a nt O	native
সিমান্তসংক্রান্ত	sh i m a nt o sh o ng kr a nt o	compound
সিমান্তসংলগ্ন	sh i m a nt O sh o ng l O g n O	compound
সিমাবদ্ধ	sh i m a b o d dh O	tatsama
সিমাসংক্রান্ত	sh i m a sh o ng kr a nt o	compound
সিমেক্স	s i m e k s o	loanword
সিমেন্ট	s i m e n T	loanword
সিমেন্স	s i m e n s	loanword
সিয়ার্স	sh i y a r sh	native
সিরাজগঞ্জ	sh i r a j g o n j	native
সিরিঞ্জ	sh i r i n j	native
সিরিনধর্ন	sh i r i n dh o r n	native
সির্ত	sh i r t	native
সিলিকাসমৃদ্ধ	sh i l i k a sh o m r i d d o	tatsama
সিলেক্ট	s i l e k T	loanword
সিল্ক	sh i l k	native
সিস্ট	s i s T	loanword
সিস্টার্স	s i s T a r s	loanword
সীতাকুন্ড	sh i t a k u n D O	proper_noun
সুইজারল্যান্ড	sh u i j a r l A n D	compound
সুইটহার্ট	s u i T h a r T	loanword
সুউচ্চ	sh u u ch ch O	native
সুকন্ঠ	sh u k o n Th O	native
সুকর্ম	sh u k o r m O	native
সুকান্ত	sh u k a nt O	native
সুক্ত	sh u kt O	native
সুক্ষ্ম	sh u kkh O	tatsama
সুক্ষ্মাতিসুক্ষ্ম	sh u kkh a t i sh u kkh O	tatsama
সুখপাঠ্য	sh u kh O p a T Th O	native
সুখাদ্য	sh u kh a d d O	native
সুখোইশ্বর্য	sh O kh O i sh sh o r j O	tatsama
সুখোশ্ন	sh u kh O sh n O	native
সুগন্ধ	sh u g o ndh O	native
সুগন্ধজুক্ত	sh u g o ndh O j u kt O	native
সুগন্ধিজুক্ত	sh u g O ndh i j u kt O	native
সুগুপ্ত	sh u g u p t O	native
সুচনাপর্ব	sh u ch o n a p o r b o	native
সুচনালগ্ন	sh u ch o n a l o g n o	native
সুচিকর্ম	sh u ch i k o r m O	native
সুচিত্র	sh u ch i tr O	native
সুচিপত্র	sh u ch i p o tr O	native
সুচিশিল্প	sh u ch i sh i l p o	native
সুচ্য	sh u ch chh o	native
সুচ্যগ্র	sh u ch ch O g gr O	native
সুজোগ্য	sh u j O g g O	native
সুতিক্ত	sh u t i kt O	native
সুতিক্ষ্ন	sh u t i kh n O	tatsama
সুতিব্র	sh u t i br O	native
সুত্র	sh u tr O	native
সুদক্ষ	sh u d o kkh O	tatsama
সুদন্ত	sh u d o nt O	native
সুদমুক্ত	sh u d m u kt O	native
সুদিপ্ত	sh u d i p t O	native
সুদির্ঘ	sh u d i r gh O	native
সুদৃশ্ট	sh u d ri sh T O	tatsama
সুদৃশ্য	sh u d r i sh sh O	tatsama
সুদ্ধ	sh u d dh O	tatsama
সুধিন্দ্র	sh u dh i ndr O	native
সুনন্দ	sh u n o nd O	native
সুনাব্য	sh u n a b b O	native
সুনামগঞ্জ	sh u n a m g o n j	native
সুনিদ্র	sh u n i d r O	native
সুনির্দিশ্ট	sh u n i r d i sh T O	native
সুনেত্র	sh u n e tr O	native
সুন্দরগঞ্জ	sh u nd O r g o n j	native
সুন্দরবনসংলগ্ন	sh u nd O r b o n sh o ng l o g n o	compound
সুপক্ব	sh u p o k k O	native
সুপত্র	sh u p o tr O	native
সুপথ্য	sh u p O t th O	native
সুপদ্য	sh u p O d d O	native
সুপরামর্শ	sh u p o r a m o r sh O	native
সুপর্ন	sh u p o r n O	native
সুপাচ্য	sh u p a ch ch O	native
সুপাত্র	sh u p a tr O	native
সুপারফাস্ট	s u p a r ph a s T	loanword
সুপারিনটেনডেন্ট	sh u p a r i n T e n D e n T	compound
সুপারিন্টেন্ডেন্ট	sh u p a r i n T e n D e n T	compound
সুপারিশপত্র	sh u p a r i sh p o tr O	native
সুপারিশসংক্রান্ত	sh u p a r i sh sh o ng kr a nt	compound
সুপার্শ্ব	sh u p a r sh O	tatsama
সুপুত্র	sh u p u tr O	native
সুপ্ত	sh u p t O	native
সুপ্র	sh u pr O	native
সুপ্রজুক্ত	sh u pr O j u kt O	native
সুপ্রশস্ত	sh u pr O sh o st	native
সুপ্রসন্ন	sh u pr O sh O nn O	native
সুপ্রাপ্য	sh u pr a p p O	native
সুপ্রিমকোর্ট	s u pr i m k O r T	loanword
সুবন্ত	sh u b o nt O	native
সুবন্দোবস্ত	sh u b o nd O b o st o	native
সুবন্ধ	sh u b o n t O	native
সুবন্ন	sh u b o nn O	native
সুবর্ন	sh u b o r n O	native
সুবাক্য	sh u b a k k O	native
সুবিধাজুক্ত	sh u b i dh a j u kt O	native
সুবিধাপ্রাপ্ত	sh u b i dh a pr a p t o	compound
সুবিধাসংক্রান্ত	sh u b i dh a sh o ng kr a nt O	compound
সুবিধাসম্পন্ন	sh u b i dh a sh o mp O nn O	compound
সুবিন্যস্ত	sh u b i n A st O	native
সুবিস্তির্ন	sh u b i st i r n O	native
সুবোধ্য	sh u b O d dh O	native
সুব্যক্ত	sh u b A kt O	native
সুব্রহ্মন্য	sh u br O m h O n n O	tatsama
সুভদ্র	sh u bh o d r O	native
সুভব্য	sh u bh O b b O	native
সুভাশচন্দ্র	sh u bh a sh ch o ndr O	native
সুভাসচন্দ্র	sh u bh a sh ch o ndr O	native
সুভিক্ষ	sh u bh i kkh O	tatsama
সুমন্ত	sh u m o nt o	native
সুমন্ত্র	sh u m o nt r O	native
সুমন্দ	sh u m o nd O	native
সুমিশ্ট	sh u m i sh T O	native
সুরম্য	sh u r O m m O	native
সুরেন্দ্র	sh u r e ndr O	native
সুর্খ	sh u r kh	native
সুর্য	sh u r j O	native
সুর্যকান্ত	sh u r j O k a nt o	native
সুর্যাস্ত	sh u r j a st O	native
সুর্য্য	sh u r j O	native
সুলগ্ন	sh u l o g n O	native
সুলতানগঞ্জ	sh u l o t a n j O	native
সুলম্ব	sh u l o mb O	native
সুশক্ত	sh u sh o kt o	native
সুশান্ত	sh u sh a nt O	native
সুশুপ্ত	sh u sh u p t O	native
সুশ্ঠ	sh u sh Th o	native
সুশ্পশ্ট	sh u sh p o sh T O	native
সুশ্রাব্য	sh u s r a b b O	native
সুশ্লিশ্ট	sh u sh l i sh T O	native
সুষ্ঠ	sh u shTh O	tatsama
সুসংবদ্ধ	sh u sh o ng b o d dh O	tatsama
সুসংবৃদ্ধ	sh u sh o ng b ri d dh O	tatsama
সুসংরব্ধ	sh u sh o ng r o b dh O	native
সুসজ্জ	sh u sh o j j O	native
সুসভ্য	sh u sh o b bh O	native
সুসমাপ্ত	sh u sh o m a p t O	native
সুসমৃদ্ধ	sh u sh o m r i d dh O	tatsama
সুসম্পন্ন	sh u sh o mp O nn O	native
সুসম্পর্ক	sh u sh o mp o r k O	native
সুসম্বন্ধ	sh u sh o m o b o ndh O	native
সুসাধ্য	sh u sh a d dh O	native
সুসিক্ত	sh u sh i kt O	native
সুসিদ্ধ	sh u sh i d dh O	tatsama
সুস্ত	sh u st	native
সুস্থ	sh u sth O	native
সুস্থ্য	sh u sth O	native
সুস্নিগ্ধ	sh u sn i g dh O	native
সুস্পর্শ	sh u s p o r sh O	loanword
সুস্পশ্ট	sh u s p o sh T O	loanword
সুস্বপ্ন	sh u sh o sh o p n O	tatsama
সুস্বাস্থ্য	sh u sh a sth O	tatsama
সুহস্ত	sh u h o st O	native
সূচিকর্ম	sh u ch i k o r m O	native
সূচিপত্র	sh u ch i p o tr O	native
সূর্য	sh u r j O	native
সৃপ্ত	sh ri p t O	tatsama
সৃশ্ট	sh ri sh T O	tatsama
সৃশ্টিকর্ম	sh ri sh T i k o r m o	tatsama
সৃশ্টিতত্ত্ব	sh ri sh T i t o t	tatsama
সৃশ্টিরহস্য	sh ri sh T i r o h o sh sh o	tatsama
সেইজন্য	sh e i j O n n O	native
সেইন্ট	s e i n T	loanword
সেইফগার্ড	s e i ph g a r D	loanword
সেকহ্যান্ড	sh e k h a n D	loanword
সেকেন্ড	s e k e n D	loanword
সেকেন্ডহ্যান্ড	s e k e n D h A n D	loanword
সেক্স	s e k s	loanword
সেক্সওয়ার্কার্স	s e k s O y a r k a r s	loanword
সেগমেন্ট	s e g m e n T	loanword
সেচজন্ত্র	sh e ch j O n t r O	native
সেচজোগ্য	sh e ch j O g g O	native
সেচপাম্প	sh e ch p a mp	native
সেচপ্রকল্প	sh e ch pr O k O l p O	native
সেজন্য	sh e j O n n O	native
সেটেলমেন্ট	s e T e l m e n T	loanword
সেতাবগঞ্জ	sh e t a b g o nj	tatsama
সেতুবন্ধ	sh e t u b o ndh O	tatsama
সেতুসংলগ্ন	sh e t u sh O ng l o g n O	native
সেদ্ধ	sh e d dh O	tatsama
সেনগুপ্ত	sh e n g u p t O	proper_noun
সেনসেক্স	s e n s e k s	proper_noun
সেনাক্যাম্প	sh e n a k A mp	native
সেনাধ্যক্ষ	sh e n a d dh O kkh O	tatsama
সেনামুক্ত	sh e n a m u kt O	native
সেনাসদস্য	sh e n a sh o d O sh sh O	native
সেনাসুত্র	sh e n a sh u tr O	native
সেন্ট	s e n T	loanword
সেন্ড	s e n D	loanword
সেন্ত	sh e nt O	native
সেন্স	s e n s	loanword
সেন্সরবোর্ড	s e n s O r b O r D	loanword
সেপ্র	sh e pr O	native
সেফগার্ড	s e ph g a r D O	loanword
সেবাকর্ম	sh e b a k o r m O	native
সেবাকেন্দ্র	sh e b a k e ndr O	native
সেবাজত্ন	sh e b a j o t n O	native
সেবামুল্য	sh e b a m u l l O	native
সেবাসংক্রান্ত	sh e b a s o ng k r a n t O	native
সেমিফাইনালিস্ট	s e m i ph a i n a l i s T	loanword
সেরাকন্ঠ	s e r a k o n Th O	proper_noun
সেলাইকেন্দ্র	sh e l a i k e ndr O	native
সেলার্স	s e l a r s	loanword
সেল্ট	s e l T O	loanword
সেল্ফ	s e l ph	loanword
সেশনজটমুক্ত	sh e sh o n j o T m u kt O	loanword
সেস্ত	s e st	loanword
সোইকতসংলগ্ন	sh O i k o t sh o ng l o g n o	native
সোইনাপত্য	sh O i n a p o t t O	native
সোইন্য	sh O i n n o	native
সোইন্যসামন্ত	sh O i n n o sh a m o nt o	native
সোউকর্য	sh O u k O r j O	native
সোউকুমার্য	sh O u k u m a r j O	native
সোউক্ষ্ম্য	sh O u kkh O	tatsama
সোউখ্য	sh O u k kh O	native
সোউজন্য	sh O u j O n n O	native
সোউজাত্য	sh O u j a t t O	native
সোউন্দর্য	sh O u nd o r j O	native
সোউন্দর্য্য	sh O u nd O r j O	native
সোউপর্ন	sh O u p o r n O	native
সোউবর্ন	sh O u b o r n O	native
সোউভাগিন্য	sh O u bh a g i n n O	native
সোউভাগ্য	sh O u bh a g g O	native
সোউভ্রাতৃত্ব	sh O u bh a t r i t t o	tatsama
সোউভ্রাত্র	sh O u bh r a tr O	native
সোউমনস্য	sh O u m o n O sh sh O	native
সোউমিত্র	sh O u m i tr O	native
সোউমেন্দ্র	sh O u m e ndr O	native
সোউম্য	sh O u m m O	native
সোউরবিদ্যুৎকেন্দ্র	sh O u r o b i d d u t k e ndr O	compound
সোউরাজ্য	sh O u r a j j O	native
সোউরাশ্ট্র	sh O u r a sh T r O	loanword
সোউরেন্দ্র	sh O u r e ndr O	native
সোউসাদৃশ্য	sh O u sh a d ri sh sh O	tatsama
সোউহার্দ্য	sh O u h a r d O	native
সোউহার্দ্যপুর্ন	sh O u h a r d O p u r n O	compound
সোপর্দ	sh O p O r d O	native
সোবার্স	s O b a r s	proper_noun
সোমত্ত	sh O m o tt O	native
সোয়ার্স	s O y a r s	proper_noun
সোর্ড	s O r D	loanword
সোর্স	sh O r s	loanword
সোশালিস্ট	s O sh a l i s T	loanword
সোশ্যালিস্ট	s O sh A l i s T	loanword
সোস্ত	sh O st	native
সোস্যালিস্ট	s O sh A l i s T	loanword
সোৎকন্ঠ	sh O t k o n Th O	native
স্কটল্যান্ড	s k o T l A n D	loanword
স্কন্দ	s k o nd O	loanword
স্কলার্স	s k o l a r s	loanword
স্কার্ট	s k a r T	loanword
স্কার্ফ	s k a r ph	loanword
স্কুলছাত্র	s k u l chh a tr O	native
স্কুলসংলগ্ন	s k u l sh o ng l o g n o	loanword
স্কেলপ্রাপ্ত	s k E l pr a p t O	loanword
স্কোরকার্ড	s k O r k a r D	loanword
স্কোরবোর্ড	s k O r b O r D	loanword
স্ক্রিনজুক্ত	s kr i n j u kt o	loanword
স্ক্রিনপ্রিন্ট	s k r i n pr i n T	loanword
স্ক্রিপ্ট	s kr i p T	loanword
স্ক্র্যাচকার্ড	s kr A ch k a r D	loanword
স্টর্ম	s T o r m	loanword
স্টলটেনবার্গ	s T o l T e n b a r g	proper_noun
স্টাইলিস্ট	s T a i l i s T	loanword
স্টানফোর্ড	s T a n ph O r D	proper_noun
স্টান্ট	s T a n T	loanword
স্টান্ডার্ড	s T a n D a r D	loanword
স্টামফোর্ড	s T a m ph O r D	proper_noun
স্টাম্প	s T a mp	loanword
স্টারডাস্ট	s T a r D a s T	loanword
স্টার্ক	s T a r k	proper_noun
